Date,Low,High,Open,Close,Volumefrom,Volumeto
2019-09-04,10369.89,10799.0,10615.28,10567.02,40545.84,427677458.98
2019-09-05,10450.0,10900.0,10567.02,10564.49,30904.84,326332027.02
2019-09-06,10150.0,10905.87,10564.49,10298.73,53706.62,569923965.41
2019-09-07,10288.57,10558.0,10298.73,10455.88,26197.19,272829558.07
2019-09-08,10208.0,10592.5,10455.88,10381.18,22178.93,231134800.35
2019-09-09,10068.5,10480.0,10381.18,10303.12,37323.98,383906446.02
2019-09-10,9953.0,10384.99,10303.12,10098.15,26992.76,274796103.91
2019-09-11,9880.0,10293.0,10098.15,10158.33,29837.91,300337746.05
2019-09-12,10040.1,10448.81,10158.33,10415.01,32225.25,329961214.58
2019-09-13,10153.0,10439.0,10415.01,10342.06,28070.03,288910051.18
2019-09-14,10222.33,10419.99,10342.06,10335.02,22083.2,228166802.5
2019-09-15,10252.15,10360.0,10335.02,10302.01,17051.39,175594782.61
2019-09-16,10078.0,10355.0,10302.01,10251.31,26872.29,274873865.13
2019-09-17,10128.01,10275.0,10251.31,10187.82,21294.63,217407999.96
2019-09-18,10100.0,10258.02,10187.82,10156.99,22586.72,230086616.11
2019-09-19,9653.0,10325.0,10156.99,10244.29,41061.71,410110429.01
2019-09-20,10061.39,10281.0,10244.29,10168.59,23318.96,237217066.9
2019-09-21,9900.0,10176.7,10168.59,9986.39,18952.99,190086138.72
2019-09-22,9853.97,10089.0,9986.39,10028.87,20301.99,202683535.91
2019-09-23,9615.77,10049.99,10028.87,9702.25,29213.2,287640571.85
2019-09-24,8290.51,9794.99,9702.25,8694.23,41725.81,392194281.62
2019-09-25,8215.64,8730.0,8493.14,8430.05,55315.95,466357349.74
2019-09-26,7750.0,8465.99,8430.05,8063.73,61361.29,499478544.7
2019-09-27,7852.15,8265.0,8063.73,8177.91,40365.1,324537958.64
2019-09-28,8001.09,8315.0,8177.91,8198.81,32066.02,261065454.75
2019-09-29,7890.0,8229.13,8198.81,8043.82,29234.18,235105957.66
2019-09-30,7710.0,8337.26,8043.82,8289.34,51182.65,411517221.34
2019-10-01,8173.05,8500.0,8289.34,8292.44,40153.56,335252267.53
2019-10-02,8151.22,8373.91,8292.44,8359.94,24413.16,201237637.47
2019-10-03,8060.0,8393.0,8359.94,8223.96,28207.53,231589725.89
2019-10-04,8005.0,8232.41,8223.96,8137.13,24696.12,200851365.03
2019-10-05,8012.98,8183.41,8137.13,8126.19,20640.68,167001607.91
2019-10-06,7785.0,8153.87,8126.19,7854.25,31757.23,252282864.97
2019-10-07,7762.0,8299.92,7854.25,8190.09,47887.48,386089591.7
2019-10-08,8088.75,8325.0,8190.09,8168.39,32771.99,268701596.43
2019-10-09,8115.0,8670.0,8168.39,8560.74,50082.36,421071103.04
2019-10-10,8414.52,8644.0,8560.74,8558.03,36145.28,308412477.83
2019-10-11,8212.38,8779.51,8558.03,8258.5,45745.61,385175739.8
2019-10-12,8250.0,8400.0,8258.5,8300.09,20013.51,166663251.36
2019-10-13,8160.0,8451.37,8300.09,8275.01,25627.0,213726841.07
2019-10-14,8203.0,8388.85,8275.01,8348.2,27678.74,229828173.22
2019-10-15,8090.0,8403.0,8348.2,8159.29,30284.28,250195564.39
2019-10-16,7917.0,8181.16,8159.29,7991.74,31904.36,256827673.47
2019-10-17,7929.03,8124.92,7991.74,8070.58,27658.8,222282154.62
2019-10-18,7816.01,8115.0,8070.58,7947.01,28525.23,226487425.77
2019-10-19,7866.92,8098.1,7947.01,7948.01,24740.87,196888320.21
2019-10-20,7870.0,8297.0,7948.01,8223.35,31537.66,253740748.44
2019-10-21,8142.03,8333.0,8223.35,8197.27,28093.0,230762589.76
2019-10-22,8000.0,8297.99,8197.27,8020.0,32201.47,263517970.8
2019-10-23,7300.0,8047.59,8020.0,7466.62,57616.2,440228028.51
2019-10-24,7337.99,7503.68,7466.62,7412.41,30453.61,226438628.49
2019-10-25,7361.0,8706.07,7412.41,8655.02,64574.69,516465760.5
2019-10-26,8470.38,10060.21,8655.02,9230.0,94762.42,870703558.45
2019-10-27,9074.34,9794.98,9230.0,9529.93,85188.44,805559741.52
2019-10-28,9160.0,9902.1,9529.93,9205.14,72463.52,686169012.54
2019-10-29,9072.0,9550.0,9205.14,9407.62,58413.16,546851683.09
2019-10-30,9001.01,9409.84,9407.62,9154.72,50546.99,463555705.32
2019-10-31,8913.0,9405.0,9154.72,9140.85,49351.8,452162782.34
2019-11-01,9030.0,9279.0,9140.85,9231.61,40389.64,369467414.56
2019-11-02,9186.21,9373.74,9231.61,9289.52,26942.52,249752424.18
2019-11-03,9066.14,9362.57,9289.52,9194.71,25927.76,238575220.35
2019-11-04,9115.84,9513.68,9194.71,9393.35,42370.15,393950088.13
2019-11-05,9175.76,9454.95,9393.35,9308.66,42441.58,395605737.7
2019-11-06,9250.01,9440.91,9308.66,9339.05,34728.86,324254783.43
2019-11-07,9101.0,9375.0,9339.05,9216.2,28015.56,258787229.58
2019-11-08,8696.0,9261.0,9216.2,8773.73,56517.43,505609298.36
2019-11-09,8724.88,8880.0,8773.73,8809.41,27538.74,242717611.13
2019-11-10,8750.0,9147.19,8809.41,9039.47,31595.96,282028213.04
2019-11-11,8618.68,9072.32,9039.47,8733.27,41436.65,364270120.35
2019-11-12,8567.6,8888.0,8733.27,8821.94,37072.73,323934400.67
2019-11-13,8702.0,8844.99,8821.94,8777.12,25115.33,220199619.87
2019-11-14,8582.6,8800.0,8777.12,8646.68,30941.25,268210060.81
2019-11-15,8400.0,8790.0,8646.68,8471.73,42189.03,361320610.31
2019-11-16,8400.0,8543.0,8471.73,8491.02,19627.54,166423651.49
2019-11-17,8350.68,8635.0,8491.02,8502.4,24922.3,212250256.83
2019-11-18,8060.0,8503.52,8502.4,8187.17,39467.55,329185066.72
2019-11-19,8003.0,8218.63,8187.17,8133.64,40268.68,326811716.57
2019-11-20,8038.4,8264.29,8133.64,8098.01,30269.17,245542079.62
2019-11-21,7500.0,8134.73,8098.01,7627.74,53008.6,413133154.79
2019-11-22,6790.0,7750.0,7627.74,7268.23,112866.99,818575809.34
2019-11-23,7080.01,7344.48,7268.23,7311.57,47009.84,339596066.07
2019-11-24,6861.0,7330.39,7311.57,6903.28,62299.87,442318585.4
2019-11-25,6515.0,7377.69,6903.28,7109.57,108525.89,754412574.28
2019-11-26,7017.48,7340.0,7109.57,7156.14,60968.73,435622913.46
2019-11-27,6840.0,7655.0,7156.14,7508.52,83809.93,608828576.23
2019-11-28,7360.0,7643.0,7508.52,7419.49,52819.31,396692520.97
2019-11-29,7362.3,7850.0,7419.49,7739.68,55883.83,425900041.87
2019-11-30,7441.0,7810.0,7739.68,7541.89,43649.46,333265298.06
2019-12-01,7210.0,7541.89,7541.89,7390.89,55963.07,411216078.92
2019-12-02,7151.1,7420.56,7390.89,7294.28,42953.43,313290088.2
2019-12-03,7241.35,7400.0,7294.28,7292.71,30874.84,225746865.26
2019-12-04,7067.0,7750.0,7292.71,7194.32,75289.06,550966803.51
2019-12-05,7150.0,7485.0,7194.32,7389.0,54542.99,399811623.8
2019-12-06,7305.0,7590.03,7389.0,7527.47,44263.35,327777514.6
2019-12-07,7470.16,7619.62,7527.47,7488.21,29505.47,221999827.13
2019-12-08,7374.86,7564.0,7488.21,7510.11,27712.74,207276549.69
2019-12-09,7273.0,7650.0,7510.11,7338.64,42385.3,315932460.71
2019-12-10,7157.1,7407.6,7338.64,7224.13,45187.19,330005517.27
2019-12-11,7125.66,7275.5,7224.13,7210.0,27874.05,201092209.89
2019-12-12,7080.3,7295.0,7210.0,7198.08,38744.76,278210360.99
2019-12-13,7190.76,7309.05,7198.08,7258.48,25590.86,185220243.76
2019-12-14,7012.0,7271.77,7258.48,7064.05,27222.69,194322690.01
2019-12-15,7008.35,7200.3,7064.05,7118.59,24422.47,173388488.78
2019-12-16,6836.0,7150.0,7118.59,6891.72,39497.8,276979882.66
2019-12-17,6560.0,6942.21,6891.72,6623.82,48961.97,331013406.25
2019-12-18,6435.0,7440.0,6623.82,7277.83,85595.89,585228255.75
2019-12-19,7038.31,7380.0,7277.83,7150.3,50624.1,362421773.68
2019-12-20,7079.5,7220.0,7150.3,7187.83,29759.82,212871398.4
2019-12-21,7105.0,7190.58,7187.83,7132.75,18190.18,129946909.27
2019-12-22,7122.47,7518.54,7132.75,7501.44,35292.5,257466562.27
2019-12-23,7265.84,7695.38,7501.44,7317.09,60987.27,457728969.94
2019-12-24,7157.04,7436.68,7317.09,7255.77,39505.57,288361632.68
2019-12-25,7128.86,7271.77,7255.77,7204.63,25457.83,183604082.8
2019-12-26,7157.12,7435.0,7204.63,7202.0,33167.16,240801175.78
2019-12-27,7076.42,7275.86,7202.0,7254.74,30768.07,221540289.14
2019-12-28,7238.67,7365.01,7254.74,7316.14,25071.48,183325442.74
2019-12-29,7288.0,7528.45,7316.14,7388.24,29020.09,214230169.76
2019-12-30,7220.0,7408.24,7388.24,7246.0,27565.74,201597036.76
2019-12-31,7145.01,7320.0,7246.0,7195.23,24256.85,175254678.7
2020-01-01,7175.15,7255.0,7195.23,7200.85,15863.73,114510187.0
2020-01-02,6924.74,7212.5,7200.85,6965.71,28711.23,203113593.58
2020-01-03,6871.04,7405.0,6965.71,7344.96,61732.73,446708892.15
2020-01-04,7272.21,7404.0,7344.96,7354.11,27821.23,203985069.84
2020-01-05,7318.0,7495.0,7354.11,7358.75,34999.35,260108976.83
2020-01-06,7346.76,7795.34,7358.75,7758.0,49697.96,375953464.58
2020-01-07,7723.71,8207.68,7758.0,8145.28,81794.92,649686677.69
2020-01-08,7870.0,8455.0,8145.28,8055.98,100231.74,824509605.4
2020-01-09,7750.0,8055.98,8055.98,7817.76,58498.62,461938364.87
2020-01-10,7672.0,8199.0,7817.76,8197.02,74805.42,592502799.28
2020-01-11,8003.16,8286.34,8197.02,8020.01,50145.37,407130953.77
2020-01-12,7960.0,8197.0,8020.01,8184.98,35192.02,285515916.7
2020-01-13,8055.89,8196.0,8184.98,8110.34,28881.44,234189183.33
2020-01-14,8105.54,8880.0,8110.34,8810.01,107343.57,920676991.36
2020-01-15,8564.0,8916.48,8810.01,8821.41,76661.43,672219490.57
2020-01-16,8586.0,8859.81,8821.41,8720.01,47421.64,412049423.4
2020-01-17,8672.44,9041.65,8720.01,8913.28,64388.51,571745481.35
2020-01-18,8806.38,8988.88,8913.28,8915.96,35353.75,314671064.89
2020-01-19,8466.0,9198.98,8915.96,8701.7,63049.82,556820241.63
2020-01-20,8521.28,8746.99,8701.7,8642.35,35807.9,309740988.53
2020-01-21,8488.0,8789.0,8642.35,8736.03,33291.5,288321139.87
2020-01-22,8590.0,8818.0,8736.03,8682.36,26606.87,231150378.63
2020-01-23,8306.39,8691.81,8682.36,8404.52,43503.83,368015973.52
2020-01-24,8238.0,8528.02,8404.52,8439.0,37915.34,318243231.34
2020-01-25,8254.9,8451.26,8439.0,8340.58,23704.04,197715892.36
2020-01-26,8293.66,8618.13,8340.58,8615.0,28775.88,243966731.84
2020-01-27,8535.0,9000.0,8615.0,8907.57,49052.91,430022719.13
2020-01-28,8862.4,9400.0,8907.57,9374.21,67139.07,609032042.18
2020-01-29,9216.0,9449.24,9374.21,9301.53,49045.52,458185206.44
2020-01-30,9204.44,9578.0,9301.53,9513.21,55439.48,520899545.93
2020-01-31,9210.01,9530.22,9513.21,9352.89,41761.34,390349472.82
2020-02-01,9281.0,9464.53,9352.89,9384.61,26746.06,250954187.45
2020-02-02,9120.0,9477.03,9384.61,9331.51,41945.81,393069356.06
2020-02-03,9234.0,9618.79,9331.51,9292.24,46211.66,432518251.02
2020-02-04,9093.01,9350.0,9292.24,9197.02,48880.11,450356686.57
2020-02-05,9177.22,9744.45,9197.02,9612.04,59261.36,560402763.42
2020-02-06,9526.35,9862.57,9612.04,9772.0,59349.94,576799852.35
2020-02-07,9730.0,9885.0,9772.0,9813.73,40374.42,395553053.5
2020-02-08,9667.11,9940.0,9813.73,9895.05,39960.5,392070766.77
2020-02-09,9880.75,10166.0,9895.05,10151.75,39817.75,401252974.18
2020-02-10,9756.0,10188.0,10151.75,9851.83,53866.71,533579979.93
2020-02-11,9700.0,10323.59,9851.83,10223.08,56258.38,563151083.45
2020-02-12,10223.08,10450.0,10223.08,10326.46,55160.49,569404621.3
2020-02-13,10080.0,10500.0,10326.46,10229.63,70225.77,721834854.0
2020-02-14,10111.37,10381.56,10229.63,10344.36,43024.5,441284907.11
2020-02-15,9801.0,10375.0,10344.36,9904.72,38225.68,386941941.13
2020-02-16,9638.12,10050.0,9904.72,9917.27,54058.8,533803666.97
2020-02-17,9452.67,9964.16,9917.27,9706.0,63050.14,610248386.2
2020-02-18,9576.01,10250.0,9706.0,10164.71,63790.89,629501237.49
2020-02-19,9350.0,10250.0,10164.71,9593.79,49147.48,488101944.43
2020-02-20,9400.0,9699.0,9593.79,9596.42,54231.78,519348208.84
2020-02-21,9550.21,9755.51,9596.42,9677.05,38430.85,371982905.01
2020-02-22,9560.02,9709.17,9677.05,9650.86,23022.78,221985357.42
2020-02-23,9645.0,9990.0,9650.86,9936.4,34442.06,339649718.72
2020-02-24,9473.56,9990.0,9936.4,9656.13,49996.67,485727423.88
2020-02-25,9250.0,9675.0,9656.13,9315.84,49267.24,466601727.79
2020-02-26,8633.63,9377.44,9315.84,8785.25,81913.46,738703381.02
2020-02-27,8531.0,8971.77,8785.25,8823.21,64744.22,569020533.94
2020-02-28,8445.0,8900.0,8823.21,8692.91,63915.27,553072839.45
2020-02-29,8523.55,8790.0,8692.91,8523.61,33946.24,294303059.74
2020-03-01,8411.0,8750.0,8523.61,8531.88,40093.04,343204951.47
2020-03-02,8498.0,8965.75,8531.88,8915.24,54638.61,478440593.36
2020-03-03,8651.0,8919.65,8915.24,8760.07,49980.86,438767223.35
2020-03-04,8660.0,8848.29,8760.07,8750.87,35610.41,311813642.76
2020-03-05,8746.54,9159.42,8750.87,9054.68,58201.87,524102029.2
2020-03-06,8985.5,9170.0,9054.68,9131.88,43782.95,397598476.42
2020-03-07,8835.0,9188.0,9131.88,8886.66,45422.2,409983263.79
2020-03-08,8000.0,8886.76,8886.66,8033.31,77537.32,656931544.78
2020-03-09,7632.01,8179.31,8033.31,7929.87,116968.86,918787729.09
